dataset_id,数据集编号,english_file,英文文件,chinese_file,中文文件,rows,行数,columns,列数,source_paths,来源路径
data_for_res__RAW_DATA__bc824540,data_for_res__RAW_DATA__bc824540,data_processed/english/data_for_res__RAW_DATA__bc824540_en.csv,data_processed/english/data_for_res__RAW_DATA__bc824540_en.csv,data_processed/chinese/data_for_res__RAW_DATA__bc824540_cn.csv,data_processed/chinese/data_for_res__RAW_DATA__bc824540_cn.csv,558,558,20,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx
data_for_res__SCORES__bc824540,data_for_res__SCORES__bc824540,data_processed/english/data_for_res__SCORES__bc824540_en.csv,data_processed/english/data_for_res__SCORES__bc824540_en.csv,data_processed/chinese/data_for_res__SCORES__bc824540_cn.csv,data_processed/chinese/data_for_res__SCORES__bc824540_cn.csv,558,558,21,21,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx
data_for_res__SPEARMAN_CORR__bc824540,data_for_res__SPEARMAN_CORR__bc824540,data_processed/english/data_for_res__SPEARMAN_CORR__bc824540_en.csv,data_processed/english/data_for_res__SPEARMAN_CORR__bc824540_en.csv,data_processed/chinese/data_for_res__SPEARMAN_CORR__bc824540_cn.csv,data_processed/chinese/data_for_res__SPEARMAN_CORR__bc824540_cn.csv,16,16,17,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx
data_for_res__STANDARDIZED__bc824540,data_for_res__STANDARDIZED__bc824540,data_processed/english/data_for_res__STANDARDIZED__bc824540_en.csv,data_processed/english/data_for_res__STANDARDIZED__bc824540_en.csv,data_processed/chinese/data_for_res__STANDARDIZED__bc824540_cn.csv,data_processed/chinese/data_for_res__STANDARDIZED__bc824540_cn.csv,558,558,16,16,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx
data_for_res__WEIGHTS__bc824540,data_for_res__WEIGHTS__bc824540,data_processed/english/data_for_res__WEIGHTS__bc824540_en.csv,data_processed/english/data_for_res__WEIGHTS__bc824540_en.csv,data_processed/chinese/data_for_res__WEIGHTS__bc824540_cn.csv,data_processed/chinese/data_for_res__WEIGHTS__bc824540_cn.csv,16,16,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx
dataset__GDP__0eb92548,dataset__GDP__0eb92548,data_processed/english/dataset__GDP__0eb92548_en.csv,data_processed/english/dataset__GDP__0eb92548_en.csv,data_processed/chinese/dataset__GDP__0eb92548_cn.csv,data_processed/chinese/dataset__GDP__0eb92548_cn.csv,651,651,5,5,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/所有省级矩阵汇总(按需自取).xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/所有省级矩阵汇总(按需自取).xlsx
dataset__GDP__32616bcb,dataset__GDP__32616bcb,data_processed/english/dataset__GDP__32616bcb_en.csv,data_processed/english/dataset__GDP__32616bcb_en.csv,data_processed/chinese/dataset__GDP__32616bcb_cn.csv,data_processed/chinese/dataset__GDP__32616bcb_cn.csv,278,278,279,279,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/中国各城市空间权重矩阵.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/中国各城市空间权重矩阵.xlsx
dataset__Sheet1__090e9e74,dataset__Sheet1__090e9e74,data_processed/english/dataset__Sheet1__090e9e74_en.csv,data_processed/english/dataset__Sheet1__090e9e74_en.csv,data_processed/chinese/dataset__Sheet1__090e9e74_cn.csv,data_processed/chinese/dataset__Sheet1__090e9e74_cn.csv,360,360,7,7,source_snapshots/DEI-CEI/碳排放.xlsx,source_snapshots/DEI-CEI/碳排放.xlsx
dataset__Sheet1__15d31682,dataset__Sheet1__15d31682,data_processed/english/dataset__Sheet1__15d31682_en.csv,data_processed/english/dataset__Sheet1__15d31682_en.csv,data_processed/chinese/dataset__Sheet1__15d31682_cn.csv,data_processed/chinese/dataset__Sheet1__15d31682_cn.csv,11,11,5,5,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/初始数据.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/初始数据.xlsx
dataset__Sheet1__28d100d6,dataset__Sheet1__28d100d6,data_processed/english/dataset__Sheet1__28d100d6_en.csv,data_processed/english/dataset__Sheet1__28d100d6_en.csv,data_processed/chinese/dataset__Sheet1__28d100d6_cn.csv,data_processed/chinese/dataset__Sheet1__28d100d6_cn.csv,10,10,12,12,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/主成分分析数据集.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/主成分分析数据集.xlsx
dataset__Sheet1__58a300bd,dataset__Sheet1__58a300bd,data_processed/english/dataset__Sheet1__58a300bd_en.csv,data_processed/english/dataset__Sheet1__58a300bd_en.csv,data_processed/chinese/dataset__Sheet1__58a300bd_cn.csv,data_processed/chinese/dataset__Sheet1__58a300bd_cn.csv,12,12,7,7,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/无光伏发电引入数据.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/无光伏发电引入数据.xlsx
dataset__Sheet1__669e38af,dataset__Sheet1__669e38af,data_processed/english/dataset__Sheet1__669e38af_en.csv,data_processed/english/dataset__Sheet1__669e38af_en.csv,data_processed/chinese/dataset__Sheet1__669e38af_cn.csv,data_processed/chinese/dataset__Sheet1__669e38af_cn.csv,17,17,3,3,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/指标频数.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/指标频数.xlsx
dataset__Sheet1__89bc2204,dataset__Sheet1__89bc2204,data_processed/english/dataset__Sheet1__89bc2204_en.csv,data_processed/english/dataset__Sheet1__89bc2204_en.csv,data_processed/chinese/dataset__Sheet1__89bc2204_cn.csv,data_processed/chinese/dataset__Sheet1__89bc2204_cn.csv,24,24,18,18,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/导入数据.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/导入数据.xlsx
dataset__Sheet1__a1e543fd,dataset__Sheet1__a1e543fd,data_processed/english/dataset__Sheet1__a1e543fd_en.csv,data_processed/english/dataset__Sheet1__a1e543fd_en.csv,data_processed/chinese/dataset__Sheet1__a1e543fd_cn.csv,data_processed/chinese/dataset__Sheet1__a1e543fd_cn.csv,360,360,16,16,source_snapshots/DEI-CEI/数字经济.xlsx,source_snapshots/DEI-CEI/数字经济.xlsx
dataset__Sheet1__a64f2d80,dataset__Sheet1__a64f2d80,data_processed/english/dataset__Sheet1__a64f2d80_en.csv,data_processed/english/dataset__Sheet1__a64f2d80_en.csv,data_processed/chinese/dataset__Sheet1__a64f2d80_cn.csv,data_processed/chinese/dataset__Sheet1__a64f2d80_cn.csv,25,25,17,17,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/总表.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/总表.xlsx
dataset__Sheet1__ccf6f53a,dataset__Sheet1__ccf6f53a,data_processed/english/dataset__Sheet1__ccf6f53a_en.csv,data_processed/english/dataset__Sheet1__ccf6f53a_en.csv,data_processed/chinese/dataset__Sheet1__ccf6f53a_cn.csv,data_processed/chinese/dataset__Sheet1__ccf6f53a_cn.csv,24,24,25,25,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/数据预处理后结果.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/数据预处理后结果.xlsx
dataset__Sheet1__d6972a62,dataset__Sheet1__d6972a62,data_processed/english/dataset__Sheet1__d6972a62_en.csv,data_processed/english/dataset__Sheet1__d6972a62_en.csv,data_processed/chinese/dataset__Sheet1__d6972a62_cn.csv,data_processed/chinese/dataset__Sheet1__d6972a62_cn.csv,24,24,33,33,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/初步数据.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/初步数据.xlsx
dataset__Sheet1__dc716806,dataset__Sheet1__dc716806,data_processed/english/dataset__Sheet1__dc716806_en.csv,data_processed/english/dataset__Sheet1__dc716806_en.csv,data_processed/chinese/dataset__Sheet1__dc716806_cn.csv,data_processed/chinese/dataset__Sheet1__dc716806_cn.csv,41,41,3,3,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/数据.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/数据.xlsx
dataset__Sheet1__ead5ceda,dataset__Sheet1__ead5ceda,data_processed/english/dataset__Sheet1__ead5ceda_en.csv,data_processed/english/dataset__Sheet1__ead5ceda_en.csv,data_processed/chinese/dataset__Sheet1__ead5ceda_cn.csv,data_processed/chinese/dataset__Sheet1__ead5ceda_cn.csv,53,53,9,9,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/数据集  基于光伏发电.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/数据集  基于光伏发电.xlsx
dataset__Sheet1__ebc4e7a9,dataset__Sheet1__ebc4e7a9,data_processed/english/dataset__Sheet1__ebc4e7a9_en.csv,data_processed/english/dataset__Sheet1__ebc4e7a9_en.csv,data_processed/chinese/dataset__Sheet1__ebc4e7a9_cn.csv,data_processed/chinese/dataset__Sheet1__ebc4e7a9_cn.csv,24,24,10,10,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/降维结果.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/降维结果.xlsx
dataset__Sheet1__efa887f8,dataset__Sheet1__efa887f8,data_processed/english/dataset__Sheet1__efa887f8_en.csv,data_processed/english/dataset__Sheet1__efa887f8_en.csv,data_processed/chinese/dataset__Sheet1__efa887f8_cn.csv,data_processed/chinese/dataset__Sheet1__efa887f8_cn.csv,360,360,8,8,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx
dataset__Sheet1__f47a183f,dataset__Sheet1__f47a183f,data_processed/english/dataset__Sheet1__f47a183f_en.csv,data_processed/english/dataset__Sheet1__f47a183f_en.csv,data_processed/chinese/dataset__Sheet1__f47a183f_cn.csv,data_processed/chinese/dataset__Sheet1__f47a183f_cn.csv,25,25,19,19,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/解题数据.xlsx,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/解题数据.xlsx
dataset__Sheet2__efa887f8,dataset__Sheet2__efa887f8,data_processed/english/dataset__Sheet2__efa887f8_en.csv,data_processed/english/dataset__Sheet2__efa887f8_en.csv,data_processed/chinese/dataset__Sheet2__efa887f8_cn.csv,data_processed/chinese/dataset__Sheet2__efa887f8_cn.csv,33,33,14,14,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx
dataset__Sheet3__efa887f8,dataset__Sheet3__efa887f8,data_processed/english/dataset__Sheet3__efa887f8_en.csv,data_processed/english/dataset__Sheet3__efa887f8_en.csv,data_processed/chinese/dataset__Sheet3__efa887f8_cn.csv,data_processed/chinese/dataset__Sheet3__efa887f8_cn.csv,30,30,14,14,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx
dataset__Sheet4__efa887f8,dataset__Sheet4__efa887f8,data_processed/english/dataset__Sheet4__efa887f8_en.csv,data_processed/english/dataset__Sheet4__efa887f8_en.csv,data_processed/chinese/dataset__Sheet4__efa887f8_cn.csv,data_processed/chinese/dataset__Sheet4__efa887f8_cn.csv,30,30,2,2,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx
dataset__Sheet5__efa887f8,dataset__Sheet5__efa887f8,data_processed/english/dataset__Sheet5__efa887f8_en.csv,data_processed/english/dataset__Sheet5__efa887f8_en.csv,data_processed/chinese/dataset__Sheet5__efa887f8_cn.csv,data_processed/chinese/dataset__Sheet5__efa887f8_cn.csv,29,29,12,12,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx
dataset__Sheet6__efa887f8,dataset__Sheet6__efa887f8,data_processed/english/dataset__Sheet6__efa887f8_en.csv,data_processed/english/dataset__Sheet6__efa887f8_en.csv,data_processed/chinese/dataset__Sheet6__efa887f8_cn.csv,data_processed/chinese/dataset__Sheet6__efa887f8_cn.csv,11,11,12,12,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx
dataset__Sheet7__efa887f8,dataset__Sheet7__efa887f8,data_processed/english/dataset__Sheet7__efa887f8_en.csv,data_processed/english/dataset__Sheet7__efa887f8_en.csv,data_processed/chinese/dataset__Sheet7__efa887f8_cn.csv,data_processed/chinese/dataset__Sheet7__efa887f8_cn.csv,8,8,12,12,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx
dataset__Sheet8__efa887f8,dataset__Sheet8__efa887f8,data_processed/english/dataset__Sheet8__efa887f8_en.csv,data_processed/english/dataset__Sheet8__efa887f8_en.csv,data_processed/chinese/dataset__Sheet8__efa887f8_cn.csv,data_processed/chinese/dataset__Sheet8__efa887f8_cn.csv,8,8,12,12,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx
dataset__data__7a5e88dc,dataset__data__7a5e88dc,data_processed/english/dataset__data__7a5e88dc_en.csv,data_processed/english/dataset__data__7a5e88dc_en.csv,data_processed/chinese/dataset__data__7a5e88dc_cn.csv,data_processed/chinese/dataset__data__7a5e88dc_cn.csv,48,48,21,21,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/熵值法/中部六省数据.dta,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/熵值法/中部六省数据.dta
dataset__dataset__0eb92548,dataset__dataset__0eb92548,data_processed/english/dataset__dataset__0eb92548_en.csv,data_processed/english/dataset__dataset__0eb92548_en.csv,data_processed/chinese/dataset__dataset__0eb92548_cn.csv,data_processed/chinese/dataset__dataset__0eb92548_cn.csv,1,1,1,1,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/所有省级矩阵汇总(按需自取).xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/所有省级矩阵汇总(按需自取).xlsx
dataset__dataset__32616bcb,dataset__dataset__32616bcb,data_processed/english/dataset__dataset__32616bcb_en.csv,data_processed/english/dataset__dataset__32616bcb_en.csv,data_processed/chinese/dataset__dataset__32616bcb_cn.csv,data_processed/chinese/dataset__dataset__32616bcb_cn.csv,278,278,279,279,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/中国各城市空间权重矩阵.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/中国各城市空间权重矩阵.xlsx
dataset__dataset__efa887f8,dataset__dataset__efa887f8,data_processed/english/dataset__dataset__efa887f8_en.csv,data_processed/english/dataset__dataset__efa887f8_en.csv,data_processed/chinese/dataset__dataset__efa887f8_cn.csv,data_processed/chinese/dataset__dataset__efa887f8_cn.csv,9,9,13,13,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx
learn_error__data__44ea38fd,learn_error__data__44ea38fd,data_processed/english/learn_error__data__44ea38fd_en.csv,data_processed/english/learn_error__data__44ea38fd_en.csv,data_processed/chinese/learn_error__data__44ea38fd_cn.csv,data_processed/chinese/learn_error__data__44ea38fd_cn.csv,500,500,2,2,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/catboost_info/learn_error.tsv,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/catboost_info/learn_error.tsv
markov_3__Sheet1__a9e16482,markov_3__Sheet1__a9e16482,data_processed/english/markov_3__Sheet1__a9e16482_en.csv,data_processed/english/markov_3__Sheet1__a9e16482_en.csv,data_processed/chinese/markov_3__Sheet1__a9e16482_cn.csv,data_processed/chinese/markov_3__Sheet1__a9e16482_cn.csv,13,13,7,7,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/3类/markov结果（3）.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/3类/markov结果（3）.xlsx
markov_4__Sheet1__789df13e,markov_4__Sheet1__789df13e,data_processed/english/markov_4__Sheet1__789df13e_en.csv,data_processed/english/markov_4__Sheet1__789df13e_en.csv,data_processed/chinese/markov_4__Sheet1__789df13e_cn.csv,data_processed/chinese/markov_4__Sheet1__789df13e_cn.csv,21,21,8,8,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/4类/markov结果（4）.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/4类/markov结果（4）.xlsx
markov_5__Sheet1__ba79dc1f,markov_5__Sheet1__ba79dc1f,data_processed/english/markov_5__Sheet1__ba79dc1f_en.csv,data_processed/english/markov_5__Sheet1__ba79dc1f_en.csv,data_processed/chinese/markov_5__Sheet1__ba79dc1f_cn.csv,data_processed/chinese/markov_5__Sheet1__ba79dc1f_cn.csv,31,31,9,9,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/5类/markov结果（5）.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/5类/markov结果（5）.xlsx
opponent_features__data__d67b9819,opponent_features__data__d67b9819,data_processed/english/opponent_features__data__d67b9819_en.csv,data_processed/english/opponent_features__data__d67b9819_en.csv,data_processed/chinese/opponent_features__data__d67b9819_cn.csv,data_processed/chinese/opponent_features__data__d67b9819_cn.csv,48,48,14,14,source_snapshots/kaggriculture/opponent_features.csv,source_snapshots/kaggriculture/opponent_features.csv
or_2010-2023_1__Sheet1__06a9d207,or_2010-2023_1__Sheet1__06a9d207,data_processed/english/or_2010-2023_1__Sheet1__06a9d207_en.csv,data_processed/english/or_2010-2023_1__Sheet1__06a9d207_en.csv,data_processed/chinese/or_2010-2023_1__Sheet1__06a9d207_cn.csv,data_processed/chinese/or_2010-2023_1__Sheet1__06a9d207_cn.csv,434,434,6,6,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/政府干预程度_20250521_164937/政府干预程度or支持力度2010-2023.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/政府干预程度_20250521_164937/政府干预程度or支持力度2010-2023(1).xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/政府干预程度_20250521_164937/政府干预程度or支持力度2010-2023.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/政府干预程度_20250521_164937/政府干预程度or支持力度2010-2023(1).xlsx
round10__data__ebdcc80c,round10__data__ebdcc80c,data_processed/english/round10__data__ebdcc80c_en.csv,data_processed/english/round10__data__ebdcc80c_en.csv,data_processed/chinese/round10__data__ebdcc80c_cn.csv,data_processed/chinese/round10__data__ebdcc80c_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round10.csv,source_snapshots/kaggriculture/scores/round10.csv
round1__data__03bbc1bd,round1__data__03bbc1bd,data_processed/english/round1__data__03bbc1bd_en.csv,data_processed/english/round1__data__03bbc1bd_en.csv,data_processed/chinese/round1__data__03bbc1bd_cn.csv,data_processed/chinese/round1__data__03bbc1bd_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round1.csv,source_snapshots/kaggriculture/scores/round1.csv
round2__data__88baccac,round2__data__88baccac,data_processed/english/round2__data__88baccac_en.csv,data_processed/english/round2__data__88baccac_en.csv,data_processed/chinese/round2__data__88baccac_cn.csv,data_processed/chinese/round2__data__88baccac_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round2.csv,source_snapshots/kaggriculture/scores/round2.csv
round3__data__22551dfa,round3__data__22551dfa,data_processed/english/round3__data__22551dfa_en.csv,data_processed/english/round3__data__22551dfa_en.csv,data_processed/chinese/round3__data__22551dfa_cn.csv,data_processed/chinese/round3__data__22551dfa_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round3.csv,source_snapshots/kaggriculture/scores/round3.csv
round4__data__0cfd0186,round4__data__0cfd0186,data_processed/english/round4__data__0cfd0186_en.csv,data_processed/english/round4__data__0cfd0186_en.csv,data_processed/chinese/round4__data__0cfd0186_cn.csv,data_processed/chinese/round4__data__0cfd0186_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round4.csv,source_snapshots/kaggriculture/scores/round4.csv
round5__data__a3637fe7,round5__data__a3637fe7,data_processed/english/round5__data__a3637fe7_en.csv,data_processed/english/round5__data__a3637fe7_en.csv,data_processed/chinese/round5__data__a3637fe7_cn.csv,data_processed/chinese/round5__data__a3637fe7_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round5.csv,source_snapshots/kaggriculture/scores/round5.csv
round6__data__0dc2c953,round6__data__0dc2c953,data_processed/english/round6__data__0dc2c953_en.csv,data_processed/english/round6__data__0dc2c953_en.csv,data_processed/chinese/round6__data__0dc2c953_cn.csv,data_processed/chinese/round6__data__0dc2c953_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round6.csv,source_snapshots/kaggriculture/scores/round6.csv
round7__data__765b6c90,round7__data__765b6c90,data_processed/english/round7__data__765b6c90_en.csv,data_processed/english/round7__data__765b6c90_en.csv,data_processed/chinese/round7__data__765b6c90_cn.csv,data_processed/chinese/round7__data__765b6c90_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round7.csv,source_snapshots/kaggriculture/scores/round7.csv
round8__data__bd1d5ca5,round8__data__bd1d5ca5,data_processed/english/round8__data__bd1d5ca5_en.csv,data_processed/english/round8__data__bd1d5ca5_en.csv,data_processed/chinese/round8__data__bd1d5ca5_cn.csv,data_processed/chinese/round8__data__bd1d5ca5_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round8.csv,source_snapshots/kaggriculture/scores/round8.csv
round9__data__8c9236ba,round9__data__8c9236ba,data_processed/english/round9__data__8c9236ba_en.csv,data_processed/english/round9__data__8c9236ba_en.csv,data_processed/chinese/round9__data__8c9236ba_cn.csv,data_processed/chinese/round9__data__8c9236ba_cn.csv,8,8,4,4,source_snapshots/kaggriculture/scores/round9.csv,source_snapshots/kaggriculture/scores/round9.csv
submission__data__bf58833d,submission__data__bf58833d,data_processed/english/submission__data__bf58833d_en.csv,data_processed/english/submission__data__bf58833d_en.csv,data_processed/chinese/submission__data__bf58833d_cn.csv,data_processed/chinese/submission__data__bf58833d_cn.csv,1,1,5,5,source_snapshots/kaggriculture/submission.csv,source_snapshots/kaggriculture/submission.csv
time_left__data__1c05ed38,time_left__data__1c05ed38,data_processed/english/time_left__data__1c05ed38_en.csv,data_processed/english/time_left__data__1c05ed38_en.csv,data_processed/chinese/time_left__data__1c05ed38_cn.csv,data_processed/chinese/time_left__data__1c05ed38_cn.csv,500,500,3,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/catboost_info/time_left.tsv,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/catboost_info/time_left.tsv
w02__Sheet1__77e9c880,w02__Sheet1__77e9c880,data_processed/english/w02__Sheet1__77e9c880_en.csv,data_processed/english/w02__Sheet1__77e9c880_en.csv,data_processed/chinese/w02__Sheet1__77e9c880_cn.csv,data_processed/chinese/w02__Sheet1__77e9c880_cn.csv,30,30,31,31,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/距离平方倒数矩阵w02.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/距离平方倒数矩阵w02.xlsx
w02__data__2dd76280,w02__data__2dd76280,data_processed/english/w02__data__2dd76280_en.csv,data_processed/english/w02__data__2dd76280_en.csv,data_processed/chinese/w02__data__2dd76280_cn.csv,data_processed/chinese/w02__data__2dd76280_cn.csv,30,30,31,31,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/w02.dta,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/w02.dta
w2__Sheet1__42819a85,w2__Sheet1__42819a85,data_processed/english/w2__Sheet1__42819a85_en.csv,data_processed/english/w2__Sheet1__42819a85_en.csv,data_processed/chinese/w2__Sheet1__42819a85_cn.csv,data_processed/chinese/w2__Sheet1__42819a85_cn.csv,29,29,30,30,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/距离平方倒数矩阵w2.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/距离平方倒数矩阵w2.xlsx
w2__data__48be8766,w2__data__48be8766,data_processed/english/w2__data__48be8766_en.csv,data_processed/english/w2__data__48be8766_en.csv,data_processed/chinese/w2__data__48be8766_cn.csv,data_processed/chinese/w2__data__48be8766_cn.csv,30,30,30,30,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/w2.dta,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/w2.dta
